"Participant","MIST_correct_Pretest_covid","MIST_dprime_Pretest_covid","MIST_criterion_Pretest_covid","MIST_aprime_Pretest_covid","MIST_bppd_Pretest_covid","MIST_correct_Pretest_general","MIST_dprime_Pretest_general","MIST_criterion_Pretest_general","MIST_aprime_Pretest_general","MIST_bppd_Pretest_general","MIST_correct_Posttest_general","MIST_dprime_Posttest_general","MIST_criterion_Posttest_general","MIST_aprime_Posttest_general","MIST_bppd_Posttest_general","MIST_correct_Posttest_covid","MIST_dprime_Posttest_covid","MIST_criterion_Posttest_covid","MIST_aprime_Posttest_covid","MIST_bppd_Posttest_covid","MIST_correct_Diff_covid","MIST_correct_Diff_general","MIST_dprime_Diff_covid","MIST_dprime_Diff_general","MIST_criterion_Diff_covid","MIST_criterion_Diff_general","MIST_aprime_Diff_covid","MIST_aprime_Diff_general","MIST_bppd_Diff_covid","MIST_bppd_Diff_general","MOCRI_correct_Pre","MOCRI_correct_Post","MOCRI_dprime_Pre","MOCRI_dprime_Post","MOCRI_criterion_Pre","MOCRI_criterion_Post","MOCRI_aprime_Pre","MOCRI_aprime_Post","MOCRI_bppd_Pre","MOCRI_bppd_Post","MOCRI_correct_Diff","MOCRI_dprime_Diff","MOCRI_criterion_Diff","MOCRI_bppd_Diff","Experiment_Duration","Date_OSF","Date","Time","Browser","Mobile","Platform","Screen_Width","Screen_Height","Gender","Education","Age","Ethnicity","Intervention_Duration","BFI_Duration","BFI10_1","BFI10_2","BFI10_3","BFI10_4","BFI10_5","BFI10_6","BFI10_7","BFI10_8","BFI10_9","BFI10_10","VSA_Duration","VSA_1","VSA_2","VSA_3","VSA_4","VSA_5","VSA_6","GCBS_Duration","GCBS15_8","GCBS15_2","GCBS15_3","GCBS15_6","GCBS15_11","GCBS15_1","GCBS15_5","GCBS15_13","GCBS15_15","GCBS15_12","GCBS15_9","GCBS15_7","GCBS15_14","GCBS15_4","GCBS15_10","Intervention_Questions_Confidence","Intervention_Questions_Score","Intervention","Intervention_Questions_Duration","Intervention_Questions_Favorite","Intervention_Questions_Repeat","Intervention_Questions_Recommend","Consent_Duration","Waitdatasaving_Duration","MIST_Duration_Pre","MIST_Duration_Post","Political_LiberalConservative","Political_Affiliation","VSA_Conservatism","VSA_Traditionalism","VSA_Authoritarianism","VSA_General","BFI_Agreeableness","BFI_Extraversion","BFI_Conscientiousness","BFI_Neuroticism","BFI_Openness","GCBS_GovernmentMalfeasance","GCBS_Extraterrestrial","GCBS_Malevolent","GCBS_Wellbeing","GCBS_Control","GCBS_General"
"5tusqyorr6",0.6,0.42085678849585,-6.93889390390723e-17,0.642857142857143,-1.71291552370738e-16,0.5,0,-0.237202109328788,0.5,0,0.419354838709677,-0.431145052529717,-0.363559635990697,0.646251598465473,-0.527972027972028,0.7,0.884918144444006,-0.232030677974079,0.753968253968254,-0.363636363636364,0.1,-0.0806451612903226,0.464061355948157,-0.431145052529717,-0.232030677974078,-0.12635752666191,0.111111111111111,0.146251598465473,-0.363636363636364,-0.527972027972028,0.333333333333333,0.166666666666667,0.36610635680057,-0.36610635680057,-0.183053178400285,0.183053178400285,0.626984126984127,0.626984126984127,-0.285714285714286,0.285714285714286,-0.166666666666667,-0.732212713601139,0.36610635680057,0.571428571428571,71.2123166666667,"2024-10-18 16:36:27.203664+00:00","18/10/2024","11:25:08","chrome","False","Windows 10",1464,691,"Woman","High School",23,"Black",8.68246666666667,1.04423333333333,1,3,0,1,0,4,1,3,4,3,1.61525,7,6,6,5,1,4,4.48426666666667,0,3,1,1,3,3,0,2,4,3,4,3,4,4,1,"No impact","5000","Tetris",0.610333333333333,"The color varieties ","yes","yes",5.32386666666667,0.159733333333333,25.0988983333333,4.87012833333332,5,"Democrat",3.5,4.5,5.5,4.5,4,4.5,4.5,4.5,4.5,2.33333333333333,1,3,4,1.66666666666667,2.4
"r4tzetlbrm",0.5,0,-0.674489750196082,0.5,0,0.366666666666667,-0.669295342161787,-0.675342498168689,0.705811588103255,-0.806338028169014,0.548387096774194,0.226654152310465,-0.515577141476958,0.584361631016043,-0.682692307692308,0.8,1.59342252134856,-0.586282866426357,0.850649350649351,-0.774193548387097,0.3,0.181720430107527,1.59342252134856,0.895949494472252,0.0882068837697251,0.159765356691731,0.350649350649351,-0.121449957087212,-0.774193548387097,0.123645720476706,0.25,0.25,0.36610635680057,0,0.183053178400285,0,0.626984126984127,0.5,0.285714285714286,0,0,-0.36610635680057,-0.183053178400285,-0.285714285714286,15.3701166666667,"2024-10-18 16:32:17.177480+00:00","18/10/2024","16:16:52","chrome","False","Windows 10",1366,633,"Woman","Master",67,"Caucasian",4.08821666666667,0.452933333333333,3,4,0,3,3,3,1,4,2,3,3.3427,0,7,2,4,3,7,0.664916666666667,4,2,4,3,3,3,3,2,3,3,3,3,4,2,3,"Improved","13797","BadNews",0.56755,"impersonation","yes","yes",0.0865666666666667,0.29585,1.32581333333254,2.803875,5,"Democrat",7.5,3,6,5.5,4.5,3,5,2.5,3,3,3.33333333333333,2.66666666666667,3,3,3
"1h37bjn0mf",0.4,-0.464061355948157,-0.442459072222003,0.655555555555555,-0.615384615384616,0.466666666666667,-0.233568408101654,-0.893205965198755,0.58994708994709,-0.901408450704225,0.483870967741935,-0.102943154856058,-0.350778487893696,0.539946266968326,-0.51027397260274,0.3,-0.884918144444006,-0.232030677974079,0.753968253968254,-0.363636363636364,-0.1,0.0172043010752688,-0.42085678849585,0.130625253245596,0.210428394247925,0.542427477305059,0.0984126984126985,-0.0500008229787643,0.251748251748252,0.391134478101486,0.25,0.0833333333333333,0,-0.791638607743375,0,0.395819303871687,0.5,0.733766233766234,0,0.571428571428571,-0.166666666666667,-0.791638607743375,0.395819303871687,0.571428571428571,39.0435,"2024-10-18 16:23:03.210627+00:00","18/10/2024","08:44:01","chrome","False","Windows 10",1114,511,"Woman","Bachelor",37,"latino",22.0087333333333,0.686116666666667,4,0,2,3,1,0,4,4,4,3,1.03238333333333,0,5,5,5,4,8,1.92348333333333,3,4,2,4,3,4,3,4,4,3,3,3,4,4,4,"Slightly improved","12,579","BadNews",0.633233333333333,"conspiracy","yes","yes",0.202933333333333,0.0431166666666667,3.92072166666786,3.25532166666587,5,"Democrat",6.5,4,6,5.5,1,1,4,3.5,4,3.66666666666667,3,3.33333333333333,3.66666666666667,3.66666666666667,3.46666666666667
"97oda68jof",0.4,-0.708504376904556,-1.02874193864836,0.712121212121212,-0.941176470588235,0.633333333333333,0.657544574988668,-0.250359874761222,0.70460358056266,-0.385542168674699,0.741935483870968,1.23427369216042,0.159284915067716,0.815628196930946,0.261467889908257,0.6,0.708504376904556,-1.02874193864836,0.712121212121212,-0.941176470588235,0.2,0.108602150537634,1.41700875380911,0.576729117171755,0,0.409644789828938,0,0.111024616368286,0,0.647010058582956,0.166666666666667,0,-1.83134014948609,-2.2568724004289,-0.549563717942476,0.336797592471074,0.876068376068376,0.91958041958042,-0.756756756756757,0.56,-0.166666666666667,-0.425532250942805,0.88636131041355,1.31675675675676,43.8346166666667,"2024-10-18 16:20:31.479023+00:00","18/10/2024","08:36:36","edge-chromium","False","Windows 10",1630,989,"Woman","Bachelor",48,"black",25.2251333333333,0.5265,3,3,3,4,0,1,4,3,4,4,0.727733333333333,0,5,0,8,0,8,1.76808333333333,3,3,0,3,1,3,2,1,3,1,1,1,3,1,3,"No impact","4947","BadNews",0.5335,"picking your doom","yes","yes",0.201566666666667,0.0601666666666667,5.09158666666665,4.90928500000002,4,"Republican",6.5,0,8,4.83333333333333,2.5,2,3,3,5,2.33333333333333,1.33333333333333,1.66666666666667,1.66666666666667,2.66666666666667,1.93333333333333
"tfwvu59wok",0.3,-0.674489750196082,-0.337244875098041,0.708333333333333,-0.5,0.5,0,-0.776421761147928,0.5,0,0.548387096774194,0.241659926076824,-0.699962125293968,0.590720315904139,-0.81578947368421,0.7,1.17256573285271,-0.796711260674281,0.790909090909091,-0.878048780487805,0.4,0.0483870967741935,1.84705548304879,0.241659926076824,-0.459466385576241,0.0764596358539594,0.0825757575757574,0.0907203159041394,-0.378048780487805,-0.81578947368421,0.333333333333333,0.0833333333333333,0.732212713601139,-1.15774496454394,0,0.212766125471402,0.722222222222222,0.803030303030303,-1.81336427355442e-16,0.341463414634146,-0.25,-1.88995767814508,0.212766125471402,0.341463414634146,267.486833333333,"2024-10-18 15:48:48.559709+00:00","18/10/2024","11:21:15","chrome","False","Windows 10",1366,633,"Woman","Master",67,"Caucasian",19.0593666666667,0.595233333333333,3,4,0,3,2,3,1,4,2,3,223.652583333333,0,7,2,5,1,7,4.76258333333333,2,3,3,2,3,3,3,2,3,3,2,3,3,3,3,"Improved","13.797","BadNews",0.865833333333333,"impersonation","yes","yes",0.125933333333333,0.195416666666667,4.0292350000004,3.95798333333333,5,"Democrat",7.5,2.5,7,5.66666666666667,4.5,3,5,2.5,3.5,2.66666666666667,2.33333333333333,3,2.66666666666667,3,2.73333333333333
"k4ql8h8zmq",0.3,-0.884918144444006,-0.232030677974079,0.753968253968254,-0.363636363636364,0.6,0.500719749522444,-0.328772287494334,0.665217391304348,-0.486692015209125,0.483870967741935,0.101932010951846,-0.725455755672005,0.54125,-0.829268292682927,0.6,0.464061355948157,-0.442459072222003,0.655555555555555,-0.615384615384616,0.3,-0.116129032258064,1.34897950039216,-0.398787738570598,-0.210428394247925,-0.396683468177671,-0.0984126984126985,-0.123967391304348,-0.251748251748252,-0.342576277473801,0.0833333333333333,0.25,-0.791638607743375,-0.36610635680057,0.395819303871687,-0.183053178400285,0.733766233766234,0.626984126984127,0.571428571428571,-0.285714285714286,0.166666666666667,0.425532250942805,-0.578872482271972,-0.857142857142857,43.4280333333333,"2024-10-18 15:39:39.603277+00:00","18/10/2024","10:56:10","chrome","False","Windows 10",1920,945,"Woman","Bachelor",25,"caucasian/ white",8.9938,1.22926666666667,3,3,0,3,3,3,0,4,0,3,0.993533333333333,0,8,7,4,8,6,3.68291666666667,0,3,1,4,2,3,3,1,3,2,3,4,1,3,1,"Improved","240","Tetris",0.836216666666667,"pac man","yes","yes",0.345666666666667,0.118683333333333,6.99398000000001,10.2692383333333,2,"Other",8,5.5,3,5.5,4.5,3,5,1.5,3,3,0.666666666666667,3,2.33333333333333,2.33333333333333,2.26666666666667
"r0or6309t4",0.7,1.17256573285271,-0.796711260674281,0.790909090909091,-0.878048780487805,0.5,0,-0.237202109328788,0.5,0,0.612903225806452,0.761602622036828,-0.143599201689626,0.72859492481203,-0.22972972972973,0.7,0.884918144444006,-0.232030677974079,0.753968253968254,-0.363636363636364,0,0.112903225806452,-0.287647588408707,0.761602622036828,0.564680582700203,0.0936029076391612,-0.0369408369408368,0.22859492481203,0.514412416851441,-0.22972972972973,0,0,-2.93046758537104,-1.83134014948609,0,0.549563717942476,0.961538461538462,0.876068376068376,-2.0923433925628e-16,0.756756756756757,0,1.09912743588495,0.549563717942476,0.756756756756757,67.3249,"2024-10-18 15:29:47.049123+00:00","18/10/2024","09:22:24","chrome","False","Mac OS",1357,761,"Woman","High School",32,"black",21.7222,1.0137,4,4,3,1,3,1,2,3,4,4,0.959616666666667,2,0,8,0,0,6,1.93965,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Slightly improved","13.291","BadNews",0.467433333333333,"the prompts","no","no",0.344583333333333,0.0355833333333333,8.49442833333413,7.08109833333294,NA,"Republican",3,8,7,6,4,1.5,3,4.5,3.5,4,4,4,4,4,4
"4hfd1ezaed",0.5,0,-1.38299412710064,0.5,0,0.766666666666667,1.41224023457131,0.303870051963928,0.838624338624339,0.477611940298507,0.806451612903226,1.77586282831603,0.430079483145521,0.876103767968957,0.644329896907216,0.6,0.464061355948157,-0.442459072222003,0.655555555555555,-0.615384615384616,0.1,0.039784946236559,0.464061355948157,0.363622593744724,0.940535054878635,0.126209431181592,0.155555555555555,0.0374794293446181,-0.615384615384616,0.166717956608709,0.0833333333333333,0.166666666666667,-1.15774496454394,-1.15774496454394,0.212766125471402,-0.212766125471402,0.803030303030303,0.803030303030303,0.341463414634146,-0.341463414634146,0.0833333333333333,0,-0.425532250942805,-0.682926829268293,32.38815,"2024-10-18 15:29:46.408004+00:00","18/10/2024","10:58:48","chrome","False","Windows 10",2560,1351,"Man","High School",45,"American Indian and white",23.6615166666667,0.31855,0,1,3,3,1,4,4,3,0,4,0.5207,8,0,0,3,8,0,0.849166666666667,0,1,0,4,1,2,0,4,1,0,1,0,2,0,0,"Slightly improved","14.710","BadNews",0.59165,"conspiracy theorists agreeing with the fake news","yes","no",0.0654333333333333,0.0567,1.86549499999999,1.77441166666665,0,"Other",0,2.5,0,0.833333333333333,1.5,5,3,1.5,4.5,2.33333333333333,1.33333333333333,0.333333333333333,1,0.333333333333333,1.06666666666667
"z5d9xrzxka",0.7,1.17256573285271,-0.796711260674281,0.790909090909091,-0.878048780487805,0.8,1.58912233150514,0.215429003497013,0.86231884057971,0.357541899441341,0.806451612903226,1.77586282831603,0.430079483145521,0.876103767968957,0.644329896907216,0.8,1.59342252134856,-0.586282866426357,0.850649350649351,-0.774193548387097,0.1,0.00645161290322571,0.42085678849585,0.186740496810894,0.210428394247925,0.214650479648508,0.0597402597402599,0.0137849273892465,0.103855232100708,0.286787997465876,0.0833333333333333,0,-0.791638607743375,-2.93046758537104,0.395819303871687,0,0.733766233766234,0.961538461538462,0.571428571428571,-2.0923433925628e-16,-0.0833333333333333,-2.13882897762767,-0.395819303871687,-0.571428571428572,34.1300166666667,"2024-10-18 15:26:42.029441+00:00","18/10/2024","07:52:31","chrome","False","Windows 10",1841,959,"Man","Bachelor",34,"Asian",17.6444,0.863966666666667,3,1,3,2,2,1,1,3,3,4,0.768083333333333,6,4,0,8,3,5,1.77075,1,2,1,2,2,3,3,0,4,2,1,1,1,2,3,"No impact","30000","Tetris",0.336166666666667,"classic game nostalgia","yes","yes",0.871783333333333,0.0756166666666667,4.5675399999996,3.22009833333294,3,"Republican",3,0,5,2.66666666666667,3,2,3,3.5,4,2.33333333333333,0.666666666666667,1.66666666666667,1.33333333333333,3.33333333333333,1.86666666666667
"7482n8upjl",0.4,-0.708504376904556,-1.02874193864836,0.712121212121212,-0.941176470588235,0.633333333333333,0.999235389101491,-0.421205281817633,0.773303343076361,-0.604651162790698,0.67741935483871,0.866106326960978,-0.195851054151701,0.750419891640867,-0.310483870967742,0.6,0.708504376904556,-1.02874193864836,0.712121212121212,-0.941176470588235,0.2,0.0440860215053763,1.41700875380911,-0.133129062140513,0,0.225354227665932,0,-0.0228834514354941,0,0.294167291822956,0,0.0833333333333333,-2.2568724004289,-1.15774496454394,0.336797592471074,0.212766125471402,0.91958041958042,0.803030303030303,0.56,0.341463414634146,0.0833333333333333,1.09912743588495,-0.124031466999671,-0.218536585365854,47.1901166666667,"2024-10-18 15:26:10.742260+00:00","18/10/2024","09:38:57","chrome","False","Windows 10",1536,737,"Woman","Bachelor",67,"First Nations",15.7342166666667,0.8766,3,1,1,3,0,1,2,4,2,4,10.2875666666667,3,3,6,3,2,5,2.13165,0,0,1,1,1,1,1,1,1,2,0,3,3,3,0,"Improved","85","BadNews",0.437583333333333,"identifying","maybe","maybe",2.0057,0.0834166666666667,7.4179550000002,3.5915550000002,4,"Democrat",4,5.5,5.5,5,2.5,2,4.5,2.5,5,1,0.666666666666667,1.66666666666667,2,0.666666666666667,1.2
"7l5rcnf2ys",0.9,2.05748387729672,-0.354252188452278,0.904040404040404,-0.571428571428571,0.733333333333333,1.48590490209164,0.575058446257716,0.839099475997295,0.761682242990654,0.645161290322581,1.08080878797475,0.777606503316162,0.778514588859416,0.867796610169492,0.5,0,-0.674489750196082,0.5,0,-0.4,-0.0881720430107527,-2.05748387729672,-0.405096114116893,-0.320237561743804,0.202548057058447,-0.404040404040404,-0.0605848871378789,0.571428571428571,0.106114367178837,0.166666666666667,0,-1.15774496454394,-2.93046758537104,-0.212766125471402,0,0.803030303030303,0.961538461538462,-0.341463414634146,-2.0923433925628e-16,-0.166666666666667,-1.7727226208271,0.212766125471402,0.341463414634146,37.75675,"2024-10-18 15:22:15.954041+00:00","18/10/2024","10:44:27","chrome","False","Windows 10",1920,953,"Man","High School",24,"Caucasian",19.1116666666667,0.4789,4,3,1,4,0,0,2,3,1,4,2.57396666666667,4,1,0,8,5,0,1.26668333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"No impact","34000","Tetris",0.4706,"The problem solving required. ","Yes","Yes",0.3379,0.0552666666666667,4.16158166666726,4.186375,1,"Other",2.5,0,1.5,1.33333333333333,3.5,1,4,1.5,5,0,0,0,0,0.333333333333333,0.0666666666666667
"dww4ln0umn",0.4,-0.42085678849585,-6.93889390390723e-17,0.642857142857143,-1.71291552370738e-16,0.566666666666667,0.3156145220619,0.0793948482978378,0.611455108359133,0.126482213438735,0.67741935483871,1.02722020134731,0.214303190207988,0.780875248650185,0.340807174887892,0.3,-0.884918144444006,-0.232030677974079,0.753968253968254,-0.363636363636364,-0.1,0.110752688172043,-0.464061355948157,0.711605679285411,-0.232030677974078,0.134908341910151,0.111111111111111,0.169420140291052,-0.363636363636364,0.214324961449157,0.416666666666667,0.166666666666667,0.791638607743375,-1.83134014948609,-0.395819303871687,-0.549563717942476,0.733766233766234,0.876068376068376,-0.571428571428571,-0.756756756756757,-0.25,-2.62297875722947,-0.153744414070789,-0.185328185328185,54.19995,"2024-10-18 15:15:55.044096+00:00","18/10/2024","09:27:40","chrome","False","Windows 10",1366,607,"Woman","High School",55,"Caucasian",15.4900333333333,1.60863333333333,4,0,0,4,0,0,0,4,0,2,1.66211666666667,0,0,8,0,2,6,3.94731666666667,1,1,1,1,3,3,3,1,4,3,1,1,1,3,3,"No impact","674","Tetris",1.96636666666667,"I like how colorful the game is.","yes","yes",1.14843333333333,0.177633333333333,8.79437333333343,8.75105,5,"Democrat",4,8,6,6,3,1,5,1,4,2.33333333333333,1,1.66666666666667,1.66666666666667,3.33333333333333,2
"bwobvcombg",0.7,1.17256573285271,-0.796711260674281,0.790909090909091,-0.878048780487805,0.733333333333333,1.15826432451111,0,0.804347826086957,0,0.612903225806452,0.772788059920794,0.623596139289185,0.727920227920228,0.775086505190311,0.8,1.59342252134856,-0.586282866426357,0.850649350649351,-0.774193548387097,0.1,-0.120430107526882,0.42085678849585,-0.385476264590318,0.210428394247925,0.623596139289185,0.0597402597402599,-0.0764275981667286,0.103855232100708,0.775086505190311,0.166666666666667,0.166666666666667,-1.15774496454394,-1.83134014948609,-0.212766125471402,-0.549563717942476,0.803030303030303,0.876068376068376,-0.341463414634146,-0.756756756756757,0,-0.673595184942148,-0.336797592471074,-0.41529334212261,34.1679166666667,"2024-10-18 15:14:47.067303+00:00","18/10/2024","10:40:34","chrome","False","Windows 10",1366,599,"Man","High School",22,"Caucasian",14.1823333333333,1.04718333333333,4,3,0,2,1,1,1,4,1,1,0.913983333333333,3,2,2,8,6,3,2.26908333333333,0,1,0,0,1,0,1,0,3,1,0,0,3,2,2,"No impact","100,743","Tetris",1.46331666666667,"The satisfaction of using the 4x1 block to clear rows that were stacked up.","Yes","Yes",0.773333333333333,0.0356,4.70134500000079,3.42290499999921,3,"Republican",3.5,1,2.5,2.33333333333333,4,1.5,5,2.5,3,0.333333333333333,0,0.666666666666667,1.66666666666667,2,0.933333333333333
"7pqhv7ngc2",0.7,0.884918144444007,0.232030677974078,0.753968253968254,0.363636363636364,0.7,1.08840258198269,0.465788878258235,0.787581699346405,0.653061224489796,0.580645161290323,0.402250065321725,0.201125032660863,0.63764880952381,0.3125,0.6,0.42085678849585,-6.93889390390723e-17,0.642857142857143,-1.71291552370738e-16,-0.1,-0.119354838709677,-0.464061355948157,-0.686152516660969,-0.232030677974079,-0.264663845597372,-0.111111111111111,-0.149932889822596,-0.363636363636364,-0.340561224489796,0.166666666666667,0,-1.15774496454394,-2.2568724004289,-0.212766125471402,0.336797592471074,0.803030303030303,0.91958041958042,-0.341463414634146,0.56,-0.166666666666667,-1.09912743588495,0.549563717942476,0.901463414634146,24.1516333333333,"2024-10-18 15:14:31.841046+00:00","18/10/2024","10:50:17","chrome","False","Windows 10",1536,776,"Woman","Bachelor",41,"Hispanic",10.2478666666667,0.645766666666667,1,3,0,3,1,3,0,4,1,4,0.680283333333333,3,4,6,5,3,6,1.37315,3,3,3,3,2,4,3,3,4,4,2,3,4,4,3,"No impact","379","Tetris",0.709,"fitting the blocks perfectly","yes","yes",0.0840166666666667,0.0640666666666667,3.50314166666667,2.86517166666587,4,"Democrat",4.5,4.5,5.5,4.83333333333333,4.5,4,5,2,4.5,3,3,3.33333333333333,3.33333333333333,3.33333333333333,3.2
"ycdb957yuv",0.5,0,-0.674489750196082,0.5,0,0.6,0.53921965181914,-0.506811935238358,0.675384615384615,-0.678445229681979,0.612903225806452,0.550237175047564,0.127131477797943,0.678149878372402,0.202290076335878,0.6,0.708504376904556,-1.02874193864836,0.712121212121212,-0.941176470588235,0.1,0.0129032258064516,0.708504376904556,0.0110175232284242,-0.354252188452278,0.633943413036301,0.212121212121212,0.00276526298778623,-0.941176470588235,0.880735306017857,0,0.0833333333333333,-1.83134014948609,-1.58327721548675,0.549563717942476,0,0.876068376068376,0.863636363636364,0.756756756756757,8.24256487979283e-17,0.0833333333333333,0.248062933999343,-0.549563717942476,-0.756756756756757,47.5773,"2024-10-18 15:10:34.639908+00:00","18/10/2024","09:22:57","edge-chromium","False","Windows 10",1221,541,"Woman","Bachelor",66,"Caucasian ",26.6447833333333,0.736583333333333,4,3,2,3,0,0,3,4,3,4,0.82785,2,7,7,7,1,7,2.21613333333333,4,4,3,3,4,4,1,3,4,3,4,4,3,3,4,"Improved","15000","BadNews",0.552716666666667,"the funny prompts","no","no",0.39775,0.05105,6.22544500000079,4.97614833333095,4,"Republican",6.5,4,7,5.83333333333333,3,1,4,3,5,3.66666666666667,3.33333333333333,3.66666666666667,3.33333333333333,3,3.4
"7x47km3z98",0.7,0.884918144444006,-0.232030677974079,0.753968253968254,-0.363636363636364,0.666666666666667,0.80450013064345,0,0.738095238095238,0,0.870967741935484,2.05912156721355,-0.0195706143571945,0.910629601457441,-0.0357142857142856,0.5,0,-1.38299412710064,0.5,0,-0.2,0.204301075268817,-0.884918144444006,1.2546214365701,-1.15096344912656,-0.0195706143571945,-0.253968253968254,0.172534363362203,0.363636363636364,-0.0357142857142856,0,0,-1.83134014948609,-1.46523379268552,0.549563717942476,0.732616896342761,0.876068376068376,0.82967032967033,0.756756756756757,0.857142857142857,0,0.36610635680057,0.183053178400285,0.1003861003861,32.0510166666667,"2024-10-18 15:08:57.208847+00:00","18/10/2024","10:36:50","chrome","False","Windows 10",1366,633,"Man","Bachelor",64,"Hispanic",13.0739,0.747733333333333,3,4,0,4,0,4,1,4,0,4,1.42573333333333,5,2,1,7,7,6,1.75998333333333,3,1,0,1,3,0,1,3,1,1,0,1,0,1,1,"No impact","1700","Tetris",0.6295,"The overall strategy of early vs late.","No","Sure",0.0984666666666667,0.05445,4.82971333333254,4.23834666666587,2,"Republican",2.5,1,3.5,2.33333333333333,4.5,3.5,5,1,5,1.33333333333333,2,1,0.333333333333333,1,1.13333333333333
"e9fcdy0330",0.6,0.858593614392597,-0.953697319904339,0.739646464646465,-0.925,0.633333333333333,0.657544574988668,0.250359874761222,0.70460358056266,0.385542168674699,0.645161290322581,0.695054040341283,-0.110324910841854,0.713641220218064,-0.177165354330709,0.8,1.90739463980868,-0.429296807196299,0.888419913419913,-0.65,0.2,0.0118279569892473,1.04880102541608,0.0375094653526147,0.524400512708041,-0.360684785603076,0.148773448773449,0.00903763965540461,0.275,-0.562707523005407,0.0833333333333333,0.166666666666667,-0.791638607743375,-0.732212713601139,0.395819303871687,0,0.733766233766234,0.722222222222222,0.571428571428571,-1.81336427355442e-16,0.0833333333333333,0.0594258941422352,-0.395819303871687,-0.571428571428572,36.6758833333333,"2024-10-18 15:08:42.178777+00:00","18/10/2024","10:31:54","chrome","False","Windows 10",1536,678,"Woman","Bachelor",34,"Latina ",10.6798,0.323316666666667,0,3,0,4,4,4,0,4,0,4,0.4404,0,7,8,1,7,7,0.674066666666667,1,3,2,1,1,1,3,3,3,3,1,3,1,3,3,"Improved","1315","Tetris",0.349083333333333,"Mind bender","Yes","Yes",0.0532833333333333,10.0791833333333,1.76230500000119,2.25757000000079,6,"Democrat",7.5,7.5,4,6.33333333333333,4.5,5,5,1,3,1,2,3,1.66666666666667,3,2.13333333333333
"n2gxr7fkhx",0.4,-0.708504376904556,-1.02874193864836,0.712121212121212,-0.941176470588235,0.7,1.11711658823572,0.217863467030066,0.79631798245614,0.348039215686275,0.67741935483871,0.924408870873766,0.314217325711044,0.760961687306501,0.476377952755905,0.7,1.17256573285271,-0.796711260674281,0.790909090909091,-0.878048780487805,0.3,-0.0225806451612903,1.88107010975727,-0.192707717361957,0.232030677974078,0.0963538586809783,0.0787878787878787,-0.0353562951496389,0.0631276901004303,0.128338737069631,0.0833333333333333,0,-0.425532250942805,-2.2568724004289,0.578872482271972,0.336797592471074,0.645454545454546,0.91958041958042,0.736842105263158,0.56,-0.0833333333333333,-1.83134014948609,-0.242074889800898,-0.176842105263158,37.54475,"2024-10-18 15:07:59.154805+00:00","18/10/2024","10:30:24","chrome","False","Windows 10",1546,557,"Man","High School",39,"Mixed",12.8359,0.751883333333333,4,1,1,3,1,0,2,3,1,2,0.961316666666667,6,2,2,5,7,7,1.72456666666667,0,3,0,2,4,3,3,1,4,3,1,1,3,1,3,"No impact","12000","BadNews",0.701266666666667,"Funny prompts","No","No",0.0460833333333333,0.0661,6.93560333333338,4.79519833333318,3,"Republican",2,2.5,4,2.83333333333333,2.5,1,4,2,3.5,3,0.333333333333333,2.33333333333333,1.66666666666667,3.33333333333333,2.13333333333333
"t4h520t8l6",0.6,0.464061355948157,-0.442459072222003,0.655555555555555,-0.615384615384616,0.633333333333333,0.639452174650513,-0.0825239779964688,0.700501253132832,-0.132780082987552,0.548387096774194,0.220894497732555,-0.18885966159939,0.581048669467787,-0.293478260869565,0.6,0.464061355948157,-0.442459072222003,0.655555555555555,-0.615384615384616,0,-0.0849462365591398,0,-0.418557676917958,0,-0.106335683602921,0,-0.119452583665045,0,-0.160698177882013,0.0833333333333333,0,-1.58327721548675,-1.46523379268552,0,0.732616896342761,0.863636363636364,0.82967032967033,8.24256487979283e-17,0.857142857142857,-0.0833333333333333,0.118043422801227,0.732616896342761,0.857142857142857,33.3580833333333,"2024-10-18 15:02:33.051052+00:00","18/10/2024","10:29:09","chrome","False","Windows 10",1756,829,"Woman","Other",47,"Caucasian",14.9841833333333,0.76225,3,3,0,3,3,3,3,4,4,3,1.22653333333333,0,1,4,7,8,8,3.17446666666667,4,3,3,4,4,4,3,3,3,3,2,4,3,3,3,"No impact","7164","Tetris",0.563983333333333,"Trying to fit all the pieces together evenly.","Yes","Yes",0.0426666666666667,0.0492833333333333,4.51047333333294,3.49607166666786,5,"Democrat",4.5,2.5,4,3.66666666666667,3,3,5,3.5,3,4,3.33333333333333,3.33333333333333,2.66666666666667,3,3.26666666666667
